Data,Último,Abertura,Máxima,Mínima,Vol.,Var
15.12.2022,"53,035","52,792","53,258","52,792","47,15K",0.46
14.12.2022,"52,792","52,941","53,721","52,740","176,05K",-0.28
13.12.2022,"52,938","53,231","53,358","52,418","174,06K",-0.54
12.12.2022,"53,226","52,404","53,520","52,309","143,26K",1.58
09.12.2022,"52,400","52,258","52,840","52,161","140,59K",0.28
08.12.2022,"52,253","52,053","52,530","51,905","164,06K",0.39
07.12.2022,"52,048","52,357","52,782","51,841","158,34K",-0.58
06.12.2022,"52,352","52,811","52,811","52,183","161,57K",-0.87
05.12.2022,"52,809","52,170","52,916","52,060","134,13K",1.19
02.12.2022,"52,189","51,852","52,410","51,616","160,05K",0.66
01.12.2022,"51,848","51,856","52,175","51,628","183,46K",-0.01
30.11.2022,"51,851","52,700","53,189","51,733","158,63K",-1.6
29.11.2022,"52,695","53,658","53,658","52,698","127,67K",-1.79
28.11.2022,"53,654","54,080","54,307","53,478","121,90K",-0.82
25.11.2022,"54,098","53,213","54,251","53,040","158,13K",1.67
24.11.2022,"53,208","53,596","53,596","52,991","113,29K",-0.71
23.11.2022,"53,591","53,591","54,127","53,440","151,68K",0.01
22.11.2022,"53,586","53,203","54,005","52,794","174,86K",0.73
21.11.2022,"53,200","53,832","53,836","52,976","177,13K",-1.16
18.11.2022,"53,827","54,236","54,236","53,253","156,99K",-0.74
17.11.2022,"54,231","54,003","55,307","53,866","167,68K",0.43
16.11.2022,"53,998","53,330","54,057","52,868","146,98K",1.26
15.11.2022,"53,325","53,333","53,333","53,328","0,01K",0.01
14.11.2022,"53,321","53,253","53,527","52,589","164,62K",0.13
11.11.2022,"53,250","53,454","54,066","52,484","179,78K",-0.37
10.11.2022,"53,449","51,869","54,155","51,869","244,22K",3.06
09.11.2022,"51,864","51,444","52,014","51,364","186,74K",0.82
08.11.2022,"51,440","51,572","52,488","51,298","181,41K",-0.25
07.11.2022,"51,567","50,571","51,757","50,461","158,14K",2
04.11.2022,"50,557","51,170","51,170","50,184","180,05K",-1.13
03.11.2022,"51,137","51,437","52,244","50,830","203,31K",-0.57
02.11.2022,"51,432","51,475","51,480","51,437",,-0.08
01.11.2022,"51,475","51,803","52,069","50,830","208,66K",-0.61
31.10.2022,"51,791","52,962","54,083","51,531","180,03K",-2.19
28.10.2022,"52,949","53,451","53,832","52,800","202,54K",-0.94
27.10.2022,"53,449","53,807","53,927","52,406","186,52K",-0.66
26.10.2022,"53,804","53,166","53,879","52,797","183,45K",1.2
25.10.2022,"53,167","53,037","53,581","52,757","180,71K",0.25
24.10.2022,"53,032","51,649","53,101","51,648","177,34K",2.77
21.10.2022,"51,605","52,180","52,773","51,404","216,51K",-1.04
20.10.2022,"52,147","52,707","52,716","51,922","189,24K",-1.05
19.10.2022,"52,700","52,414","52,998","52,411","182,98K",0.56
18.10.2022,"52,405","52,833","52,993","52,336","176,73K",-0.76
17.10.2022,"52,808","53,288","53,307","52,531","132,52K",-0.83
14.10.2022,"53,252","52,629","53,347","52,407","164,83K",1.19
13.10.2022,"52,626","52,725","53,817","52,288","169,10K",-0.57
12.10.2022,"52,930","53,034","53,034","52,932","8,27K",-0.14
11.10.2022,"53,005","51,899","53,057","51,770","174,89K",2.13
10.10.2022,"51,901","51,999","52,174","51,625","137,86K",-0.18
07.10.2022,"51,996","52,215","52,533","51,937","172,97K",-0.42
06.10.2022,"52,217","51,959","52,333","51,723","182,70K",0.53
05.10.2022,"51,940","51,779","52,442","51,593","177,29K",0.33
04.10.2022,"51,770","51,650","52,218","51,083","167,00K",0.19
03.10.2022,"51,672","54,158","54,158","51,526","162,97K",-4.58
30.09.2022,"54,154","54,013","54,278","53,282","191,95K",0.35
29.09.2022,"53,964","53,765","54,300","53,730","226,00K",0.41
28.09.2022,"53,745","53,814","54,236","53,226","215,45K",-0.15
27.09.2022,"53,824","53,910","53,954","52,963","240,28K",-0.14
26.09.2022,"53,898","52,603","54,174","52,603","198,86K",2.48
23.09.2022,"52,595","51,173","52,693","51,164","188,07K",2.79
22.09.2022,"51,166","51,728","51,859","51,055","194,13K",-1.06
21.09.2022,"51,716","51,430","51,940","51,188","195,92K",0.58
20.09.2022,"51,417","51,705","52,240","51,406","162,36K",-0.49
19.09.2022,"51,670","52,544","53,029","51,420","126,67K",-1.64
16.09.2022,"52,531","52,462","53,105","52,462","169,32K",0.12
15.09.2022,"52,470","51,644","52,502","51,641","135,04K",1.63
14.09.2022,"51,631","51,922","51,986","51,495","136,73K",-0.54
13.09.2022,"51,911","50,918","52,092","50,766","177,68K",1.93
12.09.2022,"50,930","51,477","51,477","50,834","126,68K",-1.03
09.09.2022,"51,462","52,143","52,146","51,378","151,12K",-1.3
08.09.2022,"52,141","52,483","52,523","51,783","195,76K",-0.65
07.09.2022,"52,480","52,507","52,507","52,483","34,56K",-0.09
06.09.2022,"52,528","51,547","52,539","51,532","134,86K",1.96
05.09.2022,"51,516","51,660","51,905","51,495","93,71K",-0.32
02.09.2022,"51,681","52,422","52,422","51,575","153,53K",-1.4
01.09.2022,"52,416","51,833","52,577","51,462","169,57K",1.13
31.08.2022,"51,831","51,229","52,122","51,229","158,17K",1.19
30.08.2022,"51,223","50,285","51,259","50,076","161,49K",1.87
29.08.2022,"50,282","50,608","50,917","50,100","119,96K",-0.63
26.08.2022,"50,601","51,102","51,175","50,540","165,72K",-0.97
25.08.2022,"51,099","51,114","51,437","50,852","132,30K",-0.03
24.08.2022,"51,114","51,050","51,244","50,802","128,42K",0.15
23.08.2022,"51,037","51,576","51,579","50,700","131,87K",-1.04
22.08.2022,"51,574","51,706","52,046","51,498","123,06K",-0.24
19.08.2022,"51,697","51,694","52,199","51,648","132,82K",0.04
18.08.2022,"51,674","51,655","52,074","51,283","149,11K",0.06
17.08.2022,"51,642","51,469","52,144","51,452","167,02K",0.36
16.08.2022,"51,459","50,987","51,549","50,965","148,45K",0.98
15.08.2022,"50,961","50,721","51,409","50,721","130,15K",0.45
12.08.2022,"50,735","51,592","51,649","50,640","154,88K",-1.64
11.08.2022,"51,581","50,945","51,712","50,605","166,77K",1.28
10.08.2022,"50,927","51,249","51,421","50,342","148,33K",-0.61
09.08.2022,"51,237","51,129","51,522","50,926","122,15K",0.23
08.08.2022,"51,117","51,638","51,638","51,023","130,57K",-1.02
05.08.2022,"51,646","52,145","52,782","51,553","160,22K",-0.99
04.08.2022,"52,164","52,844","52,959","51,986","165,48K",-1.23
03.08.2022,"52,815","52,796","53,163","52,430","139,46K",0.06
02.08.2022,"52,784","51,856","52,850","51,856","188,78K",1.82
01.08.2022,"51,838","51,759","52,050","51,269","165,25K",0.2
29.07.2022,"51,734","51,842","52,221","51,448","165,18K",-0.17
28.07.2022,"51,823","52,442","52,740","51,578","165,07K",-1.16
27.07.2022,"52,432","53,517","53,526","52,372","176,20K",-2.02
26.07.2022,"53,511","53,576","53,931","53,345","172,29K",-0.12
25.07.2022,"53,576","54,987","55,010","53,566","131,71K",-2.53
22.07.2022,"54,968","54,993","55,047","54,349","167,41K",0
21.07.2022,"54,968","54,720","55,152","54,289","160,55K",0.46
20.07.2022,"54,714","54,144","54,729","53,889","166,16K",1.07
19.07.2022,"54,135","54,381","54,381","53,646","156,26K",-0.44
18.07.2022,"54,375","54,092","54,392","53,517","144,65K",0.54
15.07.2022,"54,082","54,239","54,492","53,745","161,64K",-0.28
14.07.2022,"54,233","53,930","54,906","53,930","162,28K",0.59
13.07.2022,"53,917","54,377","54,667","53,609","158,35K",-0.83
12.07.2022,"54,368","53,786","54,434","53,695","160,72K",1.09
11.07.2022,"53,782","52,551","53,864","52,551","137,80K",2.37
08.07.2022,"52,536","53,399","53,696","52,501","139,05K",-1.6
07.07.2022,"53,391","54,299","54,303","53,296","126,03K",-1.65
06.07.2022,"54,287","53,870","54,627","53,870","171,59K",0.79
05.07.2022,"53,861","53,299","54,043","53,287","157,06K",1.07
04.07.2022,"53,293","53,307","53,352","52,871","90,87K",-0.03
01.07.2022,"53,310","52,569","53,402","52,527","163,64K",1.42
30.06.2022,"52,562","51,828","52,715","51,779","152,09K",1.44
29.06.2022,"51,818","52,680","52,734","51,754","172,12K",-1.63
28.06.2022,"52,675","52,387","52,792","51,876","170,34K",0.59
27.06.2022,"52,366","52,423","52,755","52,018","127,90K",-0.1
24.06.2022,"52,417","52,393","52,763","52,027","146,38K",0.02
23.06.2022,"52,406","51,944","52,477","51,659","165,48K",0.9
22.06.2022,"51,940","51,255","51,962","51,255","153,13K",1.33
21.06.2022,"51,257","51,905","51,910","51,167","159,30K",-1.2
20.06.2022,"51,880","51,534","51,944","51,361","111,14K",0.7
17.06.2022,"51,518","50,540","51,561","50,540","166,35K",1.95
16.06.2022,"50,535","50,538","50,551","50,538",,0
15.06.2022,"50,536","51,178","51,350","50,176","205,38K",-1.24
14.06.2022,"51,168","51,151","51,519","50,859","189,42K",0.03
13.06.2022,"51,154","49,890","51,383","49,890","165,74K",2.58
10.06.2022,"49,865","49,048","50,124","48,815","149,08K",1.63
09.06.2022,"49,063","48,998","49,207","48,648","117,52K",0.15
08.06.2022,"48,988","48,712","49,082","48,450","164,23K",0.6
07.06.2022,"48,696","47,958","49,352","47,913","163,98K",1.57
06.06.2022,"47,945","47,765","48,073","47,467","113,33K",0.44
03.06.2022,"47,734","47,970","48,321","47,715","145,38K",-0.48
02.06.2022,"47,962","48,169","48,169","47,710","131,79K",-0.39
01.06.2022,"48,151","47,319","48,180","47,218","155,81K",1.77
31.05.2022,"47,315","47,538","47,793","46,975","136,07K",-0.44
30.05.2022,"47,526","47,311","47,568","46,904","97,49K",0.49
27.05.2022,"47,295","47,700","47,818","47,147","154,34K",-0.8
26.05.2022,"47,677","48,260","48,442","47,501","146,46K",-1.24
25.05.2022,"48,275","48,190","48,644","48,047","155,93K",0.17
24.05.2022,"48,191","48,125","48,548","47,750","173,82K",0.13
23.05.2022,"48,130","48,797","48,797","47,847","114,67K",-1.35
20.05.2022,"48,788","49,314","49,314","48,519","156,11K",-1.06
19.05.2022,"49,309","49,688","49,694","48,790","138,85K",-0.75
18.05.2022,"49,682","49,372","50,005","49,197","101,92K",0.6
17.05.2022,"49,387","50,617","50,617","49,261","99,97K",-2.4
16.05.2022,"50,599","50,647","51,045","50,307","101,02K",-0.01
13.05.2022,"50,602","51,347","51,502","50,455","87,46K",-1.44
12.05.2022,"51,339","51,380","52,102","51,050","140,21K",-0.07
11.05.2022,"51,373","51,328","51,717","50,910","125,83K",0.12
10.05.2022,"51,313","51,622","51,666","51,090","131,93K",-0.59
09.05.2022,"51,617","50,784","51,625","50,784","132,22K",1.66
06.05.2022,"50,774","50,293","51,150","50,070","158,90K",0.98
05.05.2022,"50,280","49,200","50,589","49,173","147,31K",2.2
04.05.2022,"49,198","49,563","50,368","48,921","129,09K",-0.78
03.05.2022,"49,584","50,841","50,841","49,559","110,69K",-2.49
02.05.2022,"50,848","49,692","50,940","49,657","126,82K",2.27
29.04.2022,"49,721","49,404","49,819","48,588","119,04K",0.6
28.04.2022,"49,425","49,654","50,461","49,351","115,86K",-0.46
27.04.2022,"49,651","49,992","50,405","49,277","155,70K",-0.68
26.04.2022,"49,989","48,777","50,023","48,777","107,70K",2.51
25.04.2022,"48,766","47,974","49,490","47,974","121,29K",1.73
22.04.2022,"47,937","46,214","48,393","46,214","87,37K",3.71
21.04.2022,"46,220","46,224","46,225","46,224",,0
20.04.2022,"46,219","46,663","46,803","46,080","78,00K",-0.98
19.04.2022,"46,675","46,536","46,866","46,379","82,41K",0.32
18.04.2022,"46,527","46,971","47,091","46,438","59,88K",-0.93
15.04.2022,"46,965","46,971","46,971","46,970","0,01K",-0.1
14.04.2022,"47,013","46,880","47,417","46,854","79,83K",0.24
13.04.2022,"46,899","46,780","47,056","46,512","77,50K",0.35
12.04.2022,"46,735","46,892","46,958","46,215","89,54K",-0.45
11.04.2022,"46,944","47,056","47,397","46,783","90,17K",-0.06
08.04.2022,"46,970","47,534","47,950","46,935","82,52K",-1.17
07.04.2022,"47,524","47,093","47,733","46,894","89,23K",0.77
06.04.2022,"47,161","46,523","47,263","46,460","95,12K",1.41
05.04.2022,"46,506","45,950","46,742","45,805","88,39K",1.26
04.04.2022,"45,928","46,595","46,751","45,885","61,19K",-1.39
01.04.2022,"46,575","47,408","47,408","46,525","82,68K",-1.72
31.03.2022,"47,390","47,709","47,965","47,215","80,74K",-0.62
30.03.2022,"47,685","47,580","47,924","47,252","75,89K",0.26
29.03.2022,"47,561","47,680","47,850","47,148","99,42K",-0.24
28.03.2022,"47,675","47,526","48,196","47,326","86,53K",0.54
25.03.2022,"47,420","48,273","48,298","47,297","84,54K",-1.73
24.03.2022,"48,253","48,263","48,591","47,649","103,23K",-0.01
23.03.2022,"48,258","49,108","49,214","48,215","76,65K",-1.7
22.03.2022,"49,094","49,366","49,514","49,048","78,97K",-0.53
21.03.2022,"49,354","50,245","50,299","49,309","85,62K",-1.75
18.03.2022,"50,231","50,406","50,760","49,924","80,61K",-0.32
17.03.2022,"50,390","50,778","51,080","50,279","81,57K",-0.72
16.03.2022,"50,757","51,599","51,599","50,718","106,55K",-1.69
15.03.2022,"51,631","51,224","51,700","50,922","73,29K",0.86
14.03.2022,"51,193","50,591","51,402","50,373","86,61K",0.88
11.03.2022,"50,745","50,132","50,820","49,820","77,23K",1.27
10.03.2022,"50,110","50,150","50,765","50,101","82,63K",-0.03
09.03.2022,"50,123","50,286","50,363","49,850","88,21K",-0.94
08.03.2022,"50,599","50,813","51,011","50,446","117,62K",-1.01
07.03.2022,"51,115","50,785","51,152","50,280","99,80K",0.98
04.03.2022,"50,620","50,517","51,017","50,227","102,09K",0.6
03.03.2022,"50,320","50,978","51,155","50,188","97,21K",-1.32
02.03.2022,"50,995","52,144","52,233","50,866","43,07K",-1.16
01.03.2022,"51,595","51,605","51,605","51,605",,-0.01
28.02.2022,"51,599","51,638","51,654","51,600","0,02K",-0.05
25.02.2022,"51,623","51,199","51,810","50,785","94,23K",0.77
24.02.2022,"51,231","50,050","51,640","50,050","109,51K",2.26
23.02.2022,"50,097","50,621","50,621","49,939","76,78K",-0.96
22.02.2022,"50,583","51,080","51,080","50,437","89,78K",-0.89
21.02.2022,"51,036","51,374","51,552","50,746","69,14K",-0.68
18.02.2022,"51,385","51,718","51,766","51,088","82,29K",-0.64
17.02.2022,"51,718","51,360","51,840","51,238","74,30K",0.69
16.02.2022,"51,365","51,600","51,782","51,225","81,54K",-0.44
15.02.2022,"51,590","52,188","52,212","51,585","80,07K",-1.07
14.02.2022,"52,149","52,560","52,670","51,954","98,44K",-0.72
11.02.2022,"52,527","52,365","52,659","51,805","113,44K",0.06
10.02.2022,"52,496","52,389","52,557","51,727","111,97K",0.27
09.02.2022,"52,354","52,600","52,910","52,126","74,37K",-0.45
08.02.2022,"52,593","52,634","52,900","52,508","67,62K",-0.08
07.02.2022,"52,636","53,260","53,283","52,491","72,48K",-1.21
04.02.2022,"53,279","53,027","53,509","52,778","86,45K",0.83
03.02.2022,"52,839","52,765","53,232","52,717","87,80K",0.42
02.02.2022,"52,620","52,687","53,151","52,540","62,25K",-0.07
01.02.2022,"52,655","52,983","53,182","52,639","75,45K",-0.73
31.01.2022,"53,041","53,698","53,981","52,838","85,28K",-1.18
28.01.2022,"53,674","54,099","54,331","53,664","89,11K",-0.72
27.01.2022,"54,065","54,336","54,355","53,532","108,44K",-0.48
26.01.2022,"54,324","54,456","54,676","53,918","95,55K",-0.21
25.01.2022,"54,437","54,880","55,220","54,278","92,16K",-0.8
24.01.2022,"54,877","54,528","55,251","54,528","112,20K",0.54
21.01.2022,"54,582","54,220","54,752","54,035","104,55K",0.72
20.01.2022,"54,191","54,428","54,620","53,790","87,17K",-0.35
19.01.2022,"54,383","55,484","55,527","54,372","86,80K",-2.3
18.01.2022,"55,666","55,217","55,832","55,043","77,79K",0.91
17.01.2022,"55,165","55,352","55,390","54,940","45,33K",-0.32
14.01.2022,"55,344","55,287","55,537","55,080","77,47K",0.1
13.01.2022,"55,286","55,350","55,560","55,005","73,25K",-0.09
12.01.2022,"55,338","55,660","56,012","55,195","80,10K",-0.62
11.01.2022,"55,686","56,657","56,761","55,635","77,83K",-1.67
10.01.2022,"56,633","56,340","56,930","56,286","60,86K",0.49
07.01.2022,"56,355","56,869","57,106","56,191","70,87K",-0.84
06.01.2022,"56,834","56,878","57,255","56,694","80,38K",-0.44
05.01.2022,"57,087","56,774","57,242","56,418","84,55K",0.56
04.01.2022,"56,770","56,666","57,112","56,371","82,13K",-0.08
03.01.2022,"56,818","55,668","56,827","55,564","68,61K",2
31.12.2021,"55,703","55,715","55,717","55,711",,-0.01
30.12.2021,"55,710","56,957","57,039","55,469","79,86K",-2.32
29.12.2021,"57,032","56,356","57,105","56,235","53,92K",1.33
28.12.2021,"56,283","56,262","56,627","56,195","58,79K",0.06
27.12.2021,"56,249","56,701","57,067","56,236","57,67K",-0.88
24.12.2021,"56,750","56,753","56,753","56,753","0,00K",0
23.12.2021,"56,749","56,554","57,193","56,259","65,47K",0.37
22.12.2021,"56,540","57,425","57,442","56,470","58,08K",-1.59
21.12.2021,"57,451","57,417","57,579","57,112","59,06K",0.05
20.12.2021,"57,420","57,141","57,467","56,892","73,83K",0.81
17.12.2021,"56,959","56,887","57,167","56,610","70,97K",0.13
16.12.2021,"56,884","56,693","57,256","56,589","79,16K",0.14
15.12.2021,"56,806","56,873","57,364","56,574","87,11K",-0.02
14.12.2021,"56,815","56,681","56,986","56,179","68,43K",0.02
13.12.2021,"56,804","56,105","56,813","56,012","60,01K",1.21
10.12.2021,"56,127","55,599","56,358","55,580","67,76K",0.72
09.12.2021,"55,727","55,374","55,999","55,175","65,64K",0.72
08.12.2021,"55,327","56,027","56,364","55,256","73,52K",-1.43
07.12.2021,"56,128","56,890","56,890","56,085","73,12K",-1.34
06.12.2021,"56,891","56,532","57,029","56,350","74,38K",0.64
03.12.2021,"56,532","56,514","56,864","56,006","104,84K",0.12
02.12.2021,"56,462","56,632","56,790","56,139","98,57K",-0.87
01.12.2021,"56,955","56,243","56,959","55,770","83,43K",1.27
30.11.2021,"56,239","56,037","56,704","55,778","91,94K",0.4
29.11.2021,"56,017","56,085","56,403","55,794","63,30K",-0.14
26.11.2021,"56,093","56,561","56,561","55,719","86,29K",0.77
25.11.2021,"55,664","55,925","55,991","55,479","46,00K",-0.71
24.11.2021,"56,061","55,712","56,235","55,540","79,82K",0.63
23.11.2021,"55,712","55,854","56,636","55,672","81,61K",-0.27
22.11.2021,"55,865","56,013","56,144","55,620","65,81K",-0.48
19.11.2021,"56,135","55,782","56,151","55,208","71,11K",1.01
18.11.2021,"55,576","55,291","55,775","55,237","67,63K",0.51
17.11.2021,"55,292","54,986","55,359","54,655","86,98K",0.48
16.11.2021,"55,028","54,591","55,093","54,296","84,35K",0.83
15.11.2021,"54,575","54,570","54,580","54,570","0,01K",-0.02
12.11.2021,"54,588","54,044","54,686","53,927","66,90K",1.11
11.11.2021,"53,989","54,945","54,945","53,879","60,63K",-1.68
10.11.2021,"54,910","55,010","55,103","54,357","81,55K",0.19
09.11.2021,"54,804","55,477","55,495","54,559","79,60K",-1.15
08.11.2021,"55,440","55,667","55,979","55,328","57,87K",0.02
05.11.2021,"55,428","55,988","56,075","55,012","82,66K",-1.06
04.11.2021,"56,020","55,880","56,281","55,627","80,61K",0.89
03.11.2021,"55,525","56,807","57,000","55,447","117,85K",-2.24
02.11.2021,"56,795","56,849","56,849","56,800",,-0.04
01.11.2021,"56,815","56,221","56,888","56,206","76,19K",0.79
29.10.2021,"56,372","56,464","56,636","55,972","106,78K",-0.16
28.10.2021,"56,464","55,374","56,636","55,367","91,21K",1.96
27.10.2021,"55,380","55,668","55,924","55,367","92,77K",-0.51
26.10.2021,"55,666","55,557","56,068","55,466","94,28K",0.19
25.10.2021,"55,563","56,533","56,587","55,367","82,92K",-1.61
22.10.2021,"56,474","56,584","57,547","56,214","106,51K",-0.18
21.10.2021,"56,577","55,987","56,907","55,979","114,69K",1.08
20.10.2021,"55,975","55,851","56,026","55,198","116,34K",0.23
19.10.2021,"55,844","55,128","56,125","55,128","103,45K",1.32
18.10.2021,"55,117","54,576","55,434","54,576","78,21K",0.93
15.10.2021,"54,611","55,139","55,139","54,337","75,82K",-0.94
14.10.2021,"55,132","55,139","55,308","54,670","85,68K",0
13.10.2021,"55,133","55,368","55,737","54,988","103,23K",-0.35
12.10.2021,"55,325","55,370","55,372","55,328","0,01K",-0.08
11.10.2021,"55,367","55,073","55,445","54,946","80,33K",0.52
08.10.2021,"55,082","55,187","55,324","54,768","105,08K",-0.19
07.10.2021,"55,188","54,937","55,295","54,667","98,04K",0.5
06.10.2021,"54,912","54,770","55,381","54,755","124,78K",0.3
05.10.2021,"54,748","54,546","54,879","54,240","95,97K",0.39
04.10.2021,"54,535","53,614","54,593","53,614","103,70K",1.69
01.10.2021,"53,628","54,432","54,432","53,527","77,20K",-1.47
30.09.2021,"54,428","54,120","54,767","53,668","136,06K",0.51
29.09.2021,"54,152","54,292","54,471","53,913","110,85K",-0.26
28.09.2021,"54,293","53,920","54,521","53,863","107,57K",0.7
27.09.2021,"53,914","53,384","53,945","53,067","87,73K",1.07
24.09.2021,"53,344","53,039","53,549","53,023","72,83K",0.59
23.09.2021,"53,030","52,618","53,124","52,561","83,22K",0.27
22.09.2021,"52,888","52,706","53,191","52,495","110,07K",0.36
21.09.2021,"52,699","53,252","53,374","52,626","109,07K",-1.02
20.09.2021,"53,240","52,851","53,779","52,849","112,77K",0.68
17.09.2021,"52,883","52,568","53,472","52,509","84,53K",0.66
16.09.2021,"52,535","52,375","52,801","52,315","81,48K",0.61
15.09.2021,"52,219","52,408","52,722","52,148","76,31K",-0.34
14.09.2021,"52,398","52,393","52,642","51,980","101,04K",0.49
13.09.2021,"52,144","52,490","52,659","52,008","107,23K",-0.59
10.09.2021,"52,454","51,677","52,712","51,637","90,68K",0.92
09.09.2021,"51,976","53,252","53,347","51,930","125,46K",-2.33
08.09.2021,"53,214","52,016","53,344","51,955","79,55K",2.94
07.09.2021,"51,692","51,705","51,708","51,704",,0
06.09.2021,"51,693","51,920","52,126","51,547","46,65K",-0.41
03.09.2021,"51,908","51,830","52,017","51,310","89,28K",0.17
02.09.2021,"51,819","51,864","52,013","51,420","71,24K",-0.08
01.09.2021,"51,858","51,694","51,984","51,417","89,93K",0.71
31.08.2021,"51,492","51,845","51,973","51,154","78,31K",-0.67
30.08.2021,"51,840","51,999","52,266","51,817","78,41K",-0.3
27.08.2021,"51,996","52,577","52,615","51,869","86,03K",-1
26.08.2021,"52,522","52,097","52,676","52,097","92,89K",0.78
25.08.2021,"52,117","52,482","52,709","52,058","88,43K",-0.66
24.08.2021,"52,463","53,801","53,828","52,452","86,62K",-2.49
23.08.2021,"53,802","53,795","54,023","53,440","85,95K",0.06
20.08.2021,"53,770","54,155","54,757","53,656","105,85K",-0.69
19.08.2021,"54,142","54,187","54,560","53,795","136,01K",0.65
18.08.2021,"53,794","52,839","53,974","52,625","112,94K",1.6
17.08.2021,"52,948","52,820","53,046","52,358","106,12K",0.67
16.08.2021,"52,595","52,439","52,971","52,285","84,12K",0.25
13.08.2021,"52,466","52,532","52,816","52,198","87,19K",-0.11
12.08.2021,"52,524","52,193","52,618","52,089","95,19K",0.65
11.08.2021,"52,185","51,898","52,347","51,636","101,17K",0.56
10.08.2021,"51,895","52,334","52,631","51,847","107,03K",-0.83
09.08.2021,"52,331","52,325","52,993","52,146","107,42K",0.06
06.08.2021,"52,301","52,467","52,757","52,049","111,19K",-0.36
05.08.2021,"52,488","51,700","52,586","51,101","117,07K",1.55
04.08.2021,"51,685","51,975","52,463","51,649","91,69K",-0.54
03.08.2021,"51,967","51,708","52,750","51,651","113,38K",0.43
02.08.2021,"51,747","52,158","52,193","51,136","101,53K",-0.72
30.07.2021,"52,123","50,773","52,287","50,754","89,74K",2.58
29.07.2021,"50,812","51,165","51,165","50,406","92,46K",-0.67
28.07.2021,"51,157","51,710","51,926","51,040","112,11K",-1.03
